payment_id,order_id,payment_method,payment_status,transaction_amount
P003096,O003096,Wallet,Successful,585.5899999999999
P003097,O003097,UPI,Successful,1506.8300000000002
P003098,O003098,UPI,Successful,194.76
P003099,O003099,UPI,Successful,85.41
P003100,O003100,Wallet,Successful,245.32999999999998
P003101,O003101,Debit Card,Successful,1732.34
P003102,O003102,Debit Card,Successful,1065.45
P003103,O003103,Credit Card,Successful,860.3299999999999
P003104,O003104,Wallet,Successful,1368.26
P003105,O003105,Wallet,Successful,149.10999999999999
P003106,O003106,Cash,Successful,738.09
P003107,O003107,UPI,Successful,1116.35
P003108,O003108,Cash,Successful,707.31
P003109,O003109,Wallet,Failed,122.11000000000001
P003110,O003110,Debit Card,Successful,1200.8799999999999
P003111,O003111,Wallet,Successful,673.51
P003112,O003112,Wallet,Successful,104.74
P003113,O003113,Credit Card,Successful,321.57000000000005
P003114,O003114,Cash,Failed,436.52
P003115,O003115,Debit Card,Successful,918.2
P003116,O003116,UPI,Successful,439.87
P003117,O003117,Credit Card,Successful,669.0799999999999
P003118,O003118,UPI,Successful,1204.8600000000001
P003119,O003119,Credit Card,Successful,1183.21
P003120,O003120,Wallet,Successful,1550.76
P003121,O003121,Debit Card,Successful,1007.72
P003122,O003122,Credit Card,Failed,1050.13
P003123,O003123,UPI,Successful,1085.73
P003124,O003124,Debit Card,Successful,1845.77
P003125,O003125,Wallet,Successful,1242.8000000000002
P003126,O003126,UPI,Successful,1109.9699999999998
P003127,O003127,UPI,Successful,909.76
P003128,O003128,UPI,Successful,1343.75
P003129,O003129,Debit Card,Successful,156.68
P003130,O003130,Credit Card,Successful,1383.19
P003131,O003131,Cash,Successful,1020.6600000000001
P003132,O003132,Credit Card,Successful,1035.1699999999998
P003133,O003133,Debit Card,Successful,489.41
P003134,O003134,Credit Card,Successful,77.24
P003135,O003135,Wallet,Successful,162.0
P003136,O003136,Cash,Successful,435.46000000000004
P003137,O003137,Debit Card,Successful,933.8900000000001
P003138,O003138,Debit Card,Successful,193.61
P003139,O003139,Cash,Successful,1395.5900000000001
P003140,O003140,Wallet,Failed,645.6700000000001
P003141,O003141,Credit Card,Successful,577.52
P003142,O003142,Cash,Successful,851.9899999999999
P003143,O003143,Debit Card,Successful,175.11
P003144,O003144,Credit Card,Successful,1302.53
P003145,O003145,UPI,Successful,907.62
P003146,O003146,UPI,Successful,438.54999999999995
P003147,O003147,Debit Card,Successful,345.0
P003148,O003148,UPI,Successful,605.3399999999999
P003149,O003149,Cash,Successful,1144.74
P003150,O003150,Wallet,Successful,749.53
P003151,O003151,Debit Card,Successful,1117.52
P003152,O003152,Wallet,Successful,1078.19
P003153,O003153,UPI,Successful,1476.3500000000001
P003154,O003154,Credit Card,Successful,642.6
P003155,O003155,Debit Card,Successful,1194.37
P003156,O003156,UPI,Successful,267.12
P003157,O003157,Wallet,Successful,773.1700000000001
P003158,O003158,Credit Card,Successful,180.07999999999998
P003159,O003159,Wallet,Successful,474.14
P003160,O003160,Credit Card,Successful,1156.3799999999999
P003161,O003161,UPI,Successful,1404.8999999999999
P003162,O003162,Wallet,Refunded,245.85999999999999
P003163,O003163,UPI,Successful,385.51
P003164,O003164,Debit Card,Successful,1660.21
P003165,O003165,Credit Card,Successful,644.04
P003166,O003166,UPI,Successful,548.04
P003167,O003167,Wallet,Successful,203.71
P003168,O003168,Credit Card,Successful,1405.56
P003169,O003169,UPI,Successful,924.1700000000001
P003170,O003170,UPI,Successful,330.74
P003171,O003171,UPI,Successful,1072.47
P003172,O003172,Credit Card,Successful,894.97
P003173,O003173,Wallet,Successful,1154.5800000000002
P003174,O003174,Debit Card,Successful,1657.0900000000001
P003175,O003175,UPI,Successful,128.87
P003176,O003176,Credit Card,Successful,1366.97
P003177,O003177,Debit Card,Successful,1312.04
P003178,O003178,Cash,Successful,880.8199999999999
P003179,O003179,Wallet,Successful,1477.98
P003180,O003180,Cash,Successful,1056.11
P003181,O003181,Wallet,Successful,1478.27
P003182,O003182,Wallet,Successful,980.41
P003183,O003183,Credit Card,Successful,492.81
P003184,O003184,Debit Card,Failed,1134.1599999999999
P003185,O003185,Debit Card,Successful,363.26000000000005
P003186,O003186,Debit Card,Successful,279.28
P003187,O003187,UPI,Failed,1332.25
P003188,O003188,Cash,Failed,1651.53
P003189,O003189,Cash,Successful,855.6000000000001
P003190,O003190,Debit Card,Successful,1241.69
P003191,O003191,Debit Card,Successful,363.18
P003192,O003192,UPI,Successful,1303.5
P003193,O003193,Wallet,Successful,1331.8200000000002
P003194,O003194,UPI,Successful,170.76999999999998
P003195,O003195,Wallet,Successful,205.99
P003196,O003196,UPI,Successful,1258.98
P003197,O003197,Cash,Successful,695.65
P003198,O003198,UPI,Successful,636.2
P003199,O003199,Debit Card,Successful,1512.1100000000001
P003200,O003200,Cash,Failed,1980.81
P003201,O003201,Debit Card,Successful,1293.37
P003202,O003202,Cash,Successful,1219.3000000000002
P003203,O003203,Debit Card,Successful,449.03
P003204,O003204,Debit Card,Successful,335.74
P003205,O003205,UPI,Successful,1376.1799999999998
P003206,O003206,Debit Card,Failed,1186.5700000000002
P003207,O003207,Wallet,Refunded,1180.87
P003208,O003208,Debit Card,Successful,517.22
P003209,O003209,Wallet,Successful,1481.1499999999999
P003210,O003210,UPI,Successful,175.56
P003211,O003211,Wallet,Failed,571.15
P003212,O003212,Debit Card,Successful,415.5
P003213,O003213,Credit Card,Successful,1419.6799999999998
P003214,O003214,UPI,Successful,1397.7
P003215,O003215,Credit Card,Successful,790.46
P003216,O003216,UPI,Successful,91.67999999999999
P003217,O003217,Debit Card,Successful,1693.66
P003218,O003218,UPI,Successful,1505.81
P003219,O003219,Cash,Successful,415.09999999999997
P003220,O003220,Credit Card,Successful,1585.64
P003221,O003221,Wallet,Successful,1397.47
P003222,O003222,Debit Card,Successful,672.66
P003223,O003223,Credit Card,Successful,438.39
P003224,O003224,Wallet,Successful,1836.5
P003225,O003225,UPI,Successful,155.1
P003226,O003226,Credit Card,Successful,463.6700000000001
P003227,O003227,Wallet,Successful,1104.77
P003228,O003228,Debit Card,Successful,923.09
P003229,O003229,Cash,Successful,1368.01
P003230,O003230,Debit Card,Failed,1136.9299999999998
P003231,O003231,Wallet,Successful,1123.8400000000001
P003232,O003232,Debit Card,Successful,526.78
P003233,O003233,Debit Card,Successful,543.52
P003234,O003234,Cash,Failed,696.8900000000001
P003235,O003235,UPI,Successful,1283.98
P003236,O003236,UPI,Successful,1532.2
P003237,O003237,Credit Card,Successful,804.87
P003238,O003238,Debit Card,Successful,186.5
P003239,O003239,Debit Card,Successful,1353.8899999999999
P003240,O003240,Credit Card,Successful,219.6
P003241,O003241,Cash,Successful,368.01
P003242,O003242,UPI,Successful,1481.54
P003243,O003243,Debit Card,Successful,890.8899999999999
P003244,O003244,Wallet,Successful,677.47
P003245,O003245,Cash,Successful,1567.55
P003246,O003246,Credit Card,Successful,1752.46
P003247,O003247,Credit Card,Refunded,634.98
P003248,O003248,Wallet,Successful,1247.43
P003249,O003249,Credit Card,Successful,1299.66
P003250,O003250,Wallet,Successful,437.16999999999996
P003251,O003251,Debit Card,Refunded,1766.5900000000001
P003252,O003252,UPI,Successful,198.78
P003253,O003253,Wallet,Successful,685.6800000000001
P003254,O003254,Credit Card,Successful,660.46
P003255,O003255,Debit Card,Successful,1404.77
P003256,O003256,UPI,Successful,132.13
P003257,O003257,UPI,Successful,1480.56
P003258,O003258,Debit Card,Successful,1048.53
P003259,O003259,Cash,Successful,476.28
P003260,O003260,Wallet,Failed,1300.4399999999998
P003261,O003261,Wallet,Successful,1112.97
P003262,O003262,Debit Card,Successful,701.51
P003263,O003263,UPI,Successful,136.55
P003264,O003264,Cash,Successful,1121.86
P003265,O003265,Cash,Successful,221.04
P003266,O003266,Cash,Successful,1499.1299999999999
P003267,O003267,Cash,Successful,238.92999999999998
P003268,O003268,UPI,Successful,656.58
P003269,O003269,Debit Card,Successful,724.52
P003270,O003270,Cash,Successful,928.38
P003271,O003271,UPI,Successful,140.74
P003272,O003272,Wallet,Successful,406.09
P003273,O003273,Cash,Successful,405.33000000000004
P003274,O003274,Credit Card,Successful,910.4
P003275,O003275,Credit Card,Successful,587.39
P003276,O003276,UPI,Successful,341.6
P003277,O003277,Wallet,Successful,130.66
P003278,O003278,Wallet,Successful,1691.4099999999999
P003279,O003279,Wallet,Successful,1937.8400000000001
P003280,O003280,Debit Card,Successful,1425.8600000000001
P003281,O003281,UPI,Successful,703.3199999999999
P003282,O003282,Cash,Successful,320.73
P003283,O003283,Cash,Successful,941.8100000000001
P003284,O003284,Cash,Successful,847.12
P003285,O003285,UPI,Successful,825.24
P003286,O003286,UPI,Successful,618.17
P003287,O003287,UPI,Successful,848.5999999999999
P003288,O003288,Cash,Successful,215.14
P003289,O003289,Cash,Failed,156.29
P003290,O003290,UPI,Successful,176.08
P003291,O003291,Cash,Successful,455.42
P003292,O003292,Credit Card,Successful,575.45
P003293,O003293,Wallet,Successful,377.23
P003294,O003294,Debit Card,Successful,499.71999999999997
P003295,O003295,Wallet,Successful,427.19
P003296,O003296,UPI,Successful,368.18
P003297,O003297,Cash,Successful,461.65
P003298,O003298,UPI,Successful,620.96
P003299,O003299,Cash,Successful,1276.27
P003300,O003300,Credit Card,Successful,1475.61
P003301,O003301,Debit Card,Successful,1472.76
P003302,O003302,Wallet,Successful,981.64
P003303,O003303,Wallet,Successful,824.8299999999999
P003304,O003304,Credit Card,Successful,320.13
P003305,O003305,Wallet,Refunded,1605.28
P003306,O003306,Credit Card,Successful,1515.56
P003307,O003307,Wallet,Successful,1626.7900000000002
P003308,O003308,Cash,Successful,417.11999999999995
P003309,O003309,Wallet,Successful,643.9799999999999
P003310,O003310,Cash,Successful,214.70999999999998
P003311,O003311,UPI,Successful,1379.76
P003312,O003312,Credit Card,Successful,468.09000000000003
P003313,O003313,UPI,Successful,1197.4
P003314,O003314,Cash,Successful,312.21000000000004
P003315,O003315,UPI,Successful,1283.48
P003316,O003316,Wallet,Refunded,417.52
P003317,O003317,Cash,Successful,1149.9499999999998
P003318,O003318,Cash,Successful,789.32
P003319,O003319,Cash,Successful,991.1700000000001
P003320,O003320,Debit Card,Successful,452.1700000000001
P003321,O003321,UPI,Successful,1623.09
P003322,O003322,Cash,Successful,1262.8600000000001
P003323,O003323,UPI,Successful,606.12
P003324,O003324,Debit Card,Successful,984.2800000000001
P003325,O003325,Cash,Successful,303.04999999999995
P003326,O003326,UPI,Successful,290.14
P003327,O003327,Cash,Successful,909.36
P003328,O003328,Debit Card,Successful,1228.49
P003329,O003329,Debit Card,Successful,878.8
P003330,O003330,Wallet,Successful,934.0700000000002
P003331,O003331,Cash,Successful,1460.73
P003332,O003332,Debit Card,Successful,1663.1599999999999
P003333,O003333,Debit Card,Refunded,796.7600000000001
P003334,O003334,UPI,Successful,1095.75
P003335,O003335,Credit Card,Successful,1672.67
P003336,O003336,Cash,Successful,900.18
P003337,O003337,UPI,Successful,813.41
P003338,O003338,Wallet,Successful,1103.8200000000002
P003339,O003339,Credit Card,Successful,1266.8799999999999
P003340,O003340,Wallet,Successful,1162.07
P003341,O003341,Cash,Successful,233.95000000000002
P003342,O003342,UPI,Successful,703.6899999999999
P003343,O003343,UPI,Successful,481.26
P003344,O003344,Credit Card,Successful,633.3000000000001
P003345,O003345,Credit Card,Successful,826.19
P003346,O003346,Wallet,Successful,393.71
P003347,O003347,Cash,Successful,878.11
P003348,O003348,Debit Card,Successful,1001.37
P003349,O003349,Cash,Refunded,1681.3799999999999
P003350,O003350,Cash,Successful,472.77
P003351,O003351,Cash,Successful,536.76
P003352,O003352,Debit Card,Failed,780.0
P003353,O003353,Cash,Successful,457.74
P003354,O003354,Cash,Successful,557.3
P003355,O003355,UPI,Successful,1741.0
P003356,O003356,Wallet,Successful,345.12
P003357,O003357,Credit Card,Successful,859.42
P003358,O003358,Debit Card,Successful,507.73
P003359,O003359,UPI,Successful,216.66000000000003
P003360,O003360,Debit Card,Successful,261.26
P003361,O003361,Wallet,Successful,1267.4
P003362,O003362,Credit Card,Successful,1703.8100000000002
P003363,O003363,Wallet,Failed,1157.8600000000001
P003364,O003364,Credit Card,Successful,889.0999999999999
P003365,O003365,Debit Card,Successful,1542.1399999999999
P003366,O003366,Cash,Successful,330.74
P003367,O003367,Debit Card,Successful,1390.52
P003368,O003368,Credit Card,Successful,861.6800000000001
P003369,O003369,Credit Card,Successful,1455.1
P003370,O003370,Credit Card,Successful,507.12
P003371,O003371,Debit Card,Successful,1379.27
P003372,O003372,Cash,Successful,1118.88
P003373,O003373,Wallet,Successful,111.89999999999999
P003374,O003374,Wallet,Failed,774.4599999999999
P003375,O003375,Wallet,Successful,681.43
P003376,O003376,UPI,Successful,167.57
P003377,O003377,Wallet,Successful,683.15
P003378,O003378,Wallet,Successful,683.92
P003379,O003379,UPI,Successful,346.86
P003380,O003380,UPI,Successful,648.2900000000001
P003381,O003381,Credit Card,Successful,337.32
P003382,O003382,Credit Card,Successful,544.06
P003383,O003383,Wallet,Successful,260.08
P003384,O003384,UPI,Successful,198.62
P003385,O003385,Credit Card,Successful,1793.1299999999999
P003386,O003386,Cash,Successful,1601.57
P003387,O003387,Cash,Successful,1186.52
P003388,O003388,Debit Card,Successful,528.82
P003389,O003389,Debit Card,Successful,1362.5700000000002
P003390,O003390,Debit Card,Successful,974.37
P003391,O003391,Wallet,Failed,191.39000000000001
P003392,O003392,Credit Card,Successful,1517.92
P003393,O003393,UPI,Successful,1568.97
P003394,O003394,Credit Card,Successful,1117.87
P003395,O003395,Wallet,Successful,448.97
P003396,O003396,UPI,Successful,980.1500000000001
P003397,O003397,Debit Card,Successful,241.89999999999998
P003398,O003398,Wallet,Failed,638.62
P003399,O003399,Wallet,Successful,1164.15
P003400,O003400,UPI,Successful,486.7099999999999
P003401,O003401,Credit Card,Successful,301.92
P003402,O003402,Debit Card,Successful,112.61
P003403,O003403,UPI,Successful,1007.48
P003404,O003404,Cash,Successful,1517.68
P003405,O003405,Debit Card,Successful,1006.62
P003406,O003406,UPI,Successful,388.71999999999997
P003407,O003407,Debit Card,Failed,897.4200000000001
P003408,O003408,UPI,Successful,1024.24
P003409,O003409,Cash,Successful,1152.1999999999998
P003410,O003410,Wallet,Successful,673.52
P003411,O003411,Debit Card,Successful,347.04
P003412,O003412,Cash,Successful,389.81000000000006
P003413,O003413,Cash,Successful,1713.02
P003414,O003414,UPI,Successful,514.5600000000001
P003415,O003415,Cash,Successful,1292.25
P003416,O003416,Credit Card,Successful,482.27
P003417,O003417,Cash,Successful,1130.02
P003418,O003418,Wallet,Successful,232.32
P003419,O003419,Cash,Successful,414.69
P003420,O003420,Credit Card,Successful,720.96
P003421,O003421,Wallet,Successful,789.9799999999999
P003422,O003422,UPI,Successful,568.0
P003423,O003423,Credit Card,Successful,897.95
P003424,O003424,Debit Card,Successful,606.8800000000001
P003425,O003425,Wallet,Successful,1361.91
P003426,O003426,UPI,Successful,963.79
P003427,O003427,UPI,Successful,1171.18
P003428,O003428,Wallet,Successful,743.1
P003429,O003429,UPI,Successful,1315.6799999999998
P003430,O003430,Credit Card,Successful,732.03
P003431,O003431,UPI,Successful,492.85
P003432,O003432,UPI,Successful,1101.73
P003433,O003433,Wallet,Successful,1051.46
P003434,O003434,Wallet,Successful,1026.91
P003435,O003435,Debit Card,Successful,1388.98
P003436,O003436,Cash,Successful,917.56
P003437,O003437,Wallet,Successful,1699.76
P003438,O003438,Wallet,Successful,1066.3899999999999
P003439,O003439,UPI,Successful,108.32999999999998
P003440,O003440,Wallet,Successful,1735.41
P003441,O003441,Wallet,Successful,1674.47
P003442,O003442,Cash,Successful,164.43
P003443,O003443,Debit Card,Successful,319.52000000000004
P003444,O003444,UPI,Successful,1000.68
P003445,O003445,UPI,Successful,179.03
P003446,O003446,Credit Card,Successful,622.97
P003447,O003447,Credit Card,Successful,1569.8600000000001
P003448,O003448,UPI,Successful,340.03999999999996
P003449,O003449,UPI,Successful,416.40999999999997
P003450,O003450,Credit Card,Successful,1042.29
P003451,O003451,UPI,Successful,137.67000000000002
P003452,O003452,Cash,Successful,1580.11
P003453,O003453,Cash,Successful,367.94000000000005
P003454,O003454,Cash,Failed,921.26
P003455,O003455,Wallet,Successful,441.67999999999995
P003456,O003456,Wallet,Successful,979.2900000000002
P003457,O003457,Cash,Successful,1093.5
P003458,O003458,Debit Card,Successful,1573.12
P003459,O003459,UPI,Successful,723.0
P003460,O003460,Cash,Successful,1240.58
P003461,O003461,UPI,Successful,974.6199999999999
P003462,O003462,Debit Card,Successful,1439.91
P003463,O003463,Debit Card,Failed,488.2900000000001
P003464,O003464,Debit Card,Successful,886.5899999999999
P003465,O003465,Credit Card,Successful,603.29
P003466,O003466,Debit Card,Successful,209.67999999999998
P003467,O003467,Debit Card,Successful,866.7199999999999
P003468,O003468,Cash,Successful,1509.06
P003469,O003469,Debit Card,Successful,960.67
P003470,O003470,UPI,Successful,531.8
P003471,O003471,Cash,Successful,451.31999999999994
P003472,O003472,Credit Card,Successful,485.9
P003473,O003473,Wallet,Successful,1877.05
P003474,O003474,Wallet,Successful,676.48
P003475,O003475,Credit Card,Successful,574.28
P003476,O003476,Credit Card,Successful,673.0
P003477,O003477,UPI,Successful,247.19
P003478,O003478,Debit Card,Successful,345.61
P003479,O003479,Wallet,Successful,798.3300000000002
P003480,O003480,Debit Card,Successful,1284.85
P003481,O003481,Wallet,Successful,1518.5900000000001
P003482,O003482,Wallet,Successful,1734.7099999999998
P003483,O003483,Cash,Successful,1720.1599999999999
P003484,O003484,UPI,Successful,264.99
P003485,O003485,Cash,Successful,174.67000000000002
P003486,O003486,UPI,Successful,232.58999999999997
P003487,O003487,Cash,Successful,1049.1000000000001
P003488,O003488,Wallet,Successful,855.5200000000001
P003489,O003489,UPI,Successful,1103.07
P003490,O003490,Wallet,Refunded,612.23
P003491,O003491,UPI,Failed,800.59
P003492,O003492,Credit Card,Successful,1077.6299999999999
P003493,O003493,Cash,Successful,234.36
P003494,O003494,UPI,Successful,1457.79
P003495,O003495,Credit Card,Failed,1350.54
P003496,O003496,Credit Card,Successful,641.77
P003497,O003497,Debit Card,Successful,1340.53
P003498,O003498,Debit Card,Successful,827.9
P003499,O003499,Credit Card,Successful,420.27
P003500,O003500,Credit Card,Successful,183.78
P003501,O003501,UPI,Successful,492.92
P003502,O003502,UPI,Successful,1005.0799999999999
P003503,O003503,Credit Card,Successful,145.04
P003504,O003504,Debit Card,Successful,1292.6399999999999
P003505,O003505,Credit Card,Successful,1812.05
P003506,O003506,Credit Card,Successful,189.92999999999998
P003507,O003507,Cash,Successful,467.75
P003508,O003508,Credit Card,Successful,1048.81
P003509,O003509,Cash,Successful,1461.56
P003510,O003510,UPI,Successful,668.34
P003511,O003511,Credit Card,Successful,775.5600000000001
P003512,O003512,Credit Card,Successful,1459.54
P003513,O003513,Credit Card,Successful,751.21
P003514,O003514,Wallet,Failed,248.64
P003515,O003515,Wallet,Successful,1730.9499999999998
P003516,O003516,UPI,Successful,329.80999999999995
P003517,O003517,Debit Card,Successful,178.16
P003518,O003518,UPI,Successful,653.06
P003519,O003519,UPI,Successful,314.73999999999995
P003520,O003520,Wallet,Successful,1883.21
P003521,O003521,UPI,Successful,673.87
P003522,O003522,Cash,Successful,1266.15
P003523,O003523,Wallet,Successful,333.62
P003524,O003524,Credit Card,Failed,304.43
P003525,O003525,Debit Card,Successful,1078.1200000000001
P003526,O003526,UPI,Successful,1686.1200000000001
P003527,O003527,Debit Card,Successful,265.1
P003528,O003528,UPI,Successful,1143.59
P003529,O003529,Debit Card,Successful,188.58999999999997
P003530,O003530,Cash,Successful,1308.87
P003531,O003531,Wallet,Successful,1518.08
P003532,O003532,Cash,Successful,1198.72
P003533,O003533,Cash,Successful,1235.12
P003534,O003534,Debit Card,Successful,157.27
P003535,O003535,Credit Card,Successful,221.51999999999998
P003536,O003536,Debit Card,Successful,424.31
P003537,O003537,Cash,Refunded,563.0799999999999
P003538,O003538,Cash,Successful,1175.8
P003539,O003539,Debit Card,Successful,681.6400000000001
P003540,O003540,UPI,Failed,217.76
P003541,O003541,Wallet,Successful,1316.8899999999999
P003542,O003542,Wallet,Successful,1790.1
P003543,O003543,Wallet,Successful,817.3199999999999
P003544,O003544,UPI,Successful,1065.86
P003545,O003545,UPI,Successful,195.95
P003546,O003546,UPI,Successful,649.26
P003547,O003547,Cash,Successful,782.1899999999999
P003548,O003548,UPI,Successful,1726.71
P003549,O003549,UPI,Successful,1158.28
P003550,O003550,Credit Card,Successful,1217.8000000000002
P003551,O003551,Debit Card,Successful,258.88
P003552,O003552,Wallet,Successful,699.68
P003553,O003553,Credit Card,Successful,433.90999999999997
P003554,O003554,Wallet,Successful,1548.9499999999998
P003555,O003555,UPI,Successful,360.61
P003556,O003556,UPI,Successful,755.35
P003557,O003557,Debit Card,Successful,162.72
P003558,O003558,Credit Card,Successful,1298.8300000000002
P003559,O003559,Debit Card,Successful,792.71
P003560,O003560,Debit Card,Successful,974.1100000000001
P003561,O003561,UPI,Successful,222.62
P003562,O003562,Cash,Successful,807.5899999999999
P003563,O003563,Cash,Successful,891.1700000000001
P003564,O003564,Debit Card,Failed,1693.18
P003565,O003565,Debit Card,Successful,146.08
P003566,O003566,Wallet,Successful,1611.26
P003567,O003567,Debit Card,Successful,851.23
P003568,O003568,Debit Card,Successful,461.79
P003569,O003569,Debit Card,Refunded,983.16
P003570,O003570,Wallet,Successful,918.72
P003571,O003571,UPI,Successful,519.1700000000001
P003572,O003572,Cash,Successful,904.76
P003573,O003573,UPI,Refunded,854.08
P003574,O003574,Wallet,Successful,1008.8000000000002
P003575,O003575,Wallet,Successful,1244.25
P003576,O003576,Credit Card,Successful,931.03
P003577,O003577,Cash,Successful,656.26
P003578,O003578,Cash,Successful,191.59
P003579,O003579,Debit Card,Successful,763.74
P003581,O003581,UPI,Successful,180.75
P003582,O003582,UPI,Successful,516.6800000000001
P003583,O003583,Cash,Refunded,199.88
P003584,O003584,Wallet,Successful,1127.4
P003585,O003585,Wallet,Successful,901.96
P003586,O003586,Debit Card,Successful,1551.04
P003587,O003587,Credit Card,Successful,588.83
P003588,O003588,Cash,Successful,599.5799999999999
P003589,O003589,Credit Card,Successful,1015.12
P003590,O003590,UPI,Refunded,1546.26
P003591,O003591,UPI,Successful,1278.41
P003592,O003592,Wallet,Successful,1074.77
P003593,O003593,Wallet,Successful,1250.05
P003594,O003594,Credit Card,Successful,1066.63
P003595,O003595,Debit Card,Successful,708.85
P003596,O003596,Wallet,Successful,911.9699999999999
P003597,O003597,Cash,Successful,722.4300000000001
P003598,O003598,Cash,Successful,475.05
P003599,O003599,Credit Card,Successful,1074.4099999999999
P003600,O003600,UPI,Successful,1683.13
P003601,O003601,UPI,Successful,574.05
P003602,O003602,Debit Card,Successful,1361.6899999999998
P003603,O003603,UPI,Successful,738.77
P003604,O003604,Credit Card,Successful,595.6500000000001
P003605,O003605,Wallet,Successful,1023.6599999999999
P003606,O003606,Debit Card,Successful,1389.6100000000001
P003607,O003607,Debit Card,Successful,673.09
P003608,O003608,Cash,Successful,1093.1
P003609,O003609,Debit Card,Successful,612.3699999999999
P003610,O003610,UPI,Successful,1523.0
P003611,O003611,Debit Card,Successful,1298.82
P003612,O003612,Wallet,Successful,1368.58
P003613,O003613,UPI,Successful,1920.8100000000002
P003614,O003614,Credit Card,Successful,364.43
P003615,O003615,Cash,Successful,651.5699999999999
P003616,O003616,Credit Card,Successful,935.1299999999999
P003617,O003617,Debit Card,Successful,1060.44
P003618,O003618,UPI,Successful,1552.13
P003619,O003619,UPI,Successful,147.10999999999999
P003620,O003620,Wallet,Successful,1065.1299999999999
P003621,O003621,Credit Card,Successful,1355.8700000000001
P003622,O003622,Cash,Successful,201.7
P003623,O003623,Wallet,Successful,1009.9
P003624,O003624,UPI,Successful,411.4
P003625,O003625,Credit Card,Successful,1419.57
P003626,O003626,Wallet,Successful,156.15
P003627,O003627,Wallet,Successful,369.28
P003628,O003628,Wallet,Successful,273.25
P003629,O003629,Wallet,Successful,208.59
P003630,O003630,Debit Card,Successful,1216.8400000000001
P003631,O003631,Debit Card,Successful,1686.91
P003632,O003632,Wallet,Successful,937.0099999999999
P003633,O003633,UPI,Successful,416.38
P003634,O003634,Wallet,Successful,682.73
P003635,O003635,Cash,Successful,685.95
P003636,O003636,Wallet,Successful,739.81
P003637,O003637,Cash,Successful,832.35
P003638,O003638,Debit Card,Successful,1361.1100000000001
P003639,O003639,Credit Card,Successful,688.33
P003640,O003640,Debit Card,Successful,983.8000000000002
P003641,O003641,Debit Card,Successful,1132.7099999999998
P003642,O003642,Wallet,Successful,184.73999999999998
P003643,O003643,UPI,Successful,1811.3100000000002
P003644,O003644,Debit Card,Failed,388.58
P003645,O003645,Wallet,Successful,771.76
P003646,O003646,Cash,Successful,1381.42
P003647,O003647,UPI,Successful,434.15999999999997
P003648,O003648,Credit Card,Successful,131.42000000000002
P003649,O003649,Debit Card,Successful,834.7199999999999
P003650,O003650,UPI,Successful,420.82000000000005
P003651,O003651,Wallet,Successful,1173.11
P003652,O003652,UPI,Successful,1440.76
P003653,O003653,Debit Card,Successful,971.29
P003654,O003654,Cash,Successful,1263.08
P003655,O003655,UPI,Successful,1341.65
P003656,O003656,Cash,Successful,1645.51
P003657,O003657,Credit Card,Successful,1044.58
P003658,O003658,Wallet,Successful,1760.83
P003659,O003659,Wallet,Successful,823.79
P003660,O003660,Wallet,Successful,178.39000000000001
P003661,O003661,Wallet,Successful,806.42
P003662,O003662,Cash,Successful,1562.84
P003663,O003663,Cash,Successful,334.84
P003664,O003664,Credit Card,Refunded,1157.6299999999999
P003665,O003665,Credit Card,Failed,813.45
P003666,O003666,Credit Card,Successful,1575.17
P003667,O003667,Cash,Successful,1121.6
P003668,O003668,UPI,Successful,1181.92
P003669,O003669,Credit Card,Successful,1545.81
P003670,O003670,Debit Card,Successful,1559.9299999999998
P003671,O003671,Credit Card,Successful,626.77
P003672,O003672,Cash,Successful,1339.6200000000001
P003673,O003673,UPI,Successful,158.39000000000001
P003674,O003674,Credit Card,Successful,1136.0500000000002
P003675,O003675,UPI,Successful,596.8399999999999
P003676,O003676,Credit Card,Successful,767.71
P003677,O003677,Wallet,Failed,1405.96
P003678,O003678,Credit Card,Successful,1006.6099999999999
P003679,O003679,Cash,Successful,764.1600000000001
P003680,O003680,Credit Card,Successful,318.98
P003681,O003681,Debit Card,Successful,1752.09
P003682,O003682,Debit Card,Successful,697.96
P003683,O003683,Wallet,Successful,234.95999999999998
P003684,O003684,Credit Card,Successful,1002.1100000000001
P003685,O003685,Wallet,Successful,671.91
P003686,O003686,Wallet,Successful,1168.26
P003687,O003687,Cash,Successful,389.13
P003688,O003688,Debit Card,Successful,646.48
P003689,O003689,Credit Card,Successful,1934.34
P003690,O003690,Cash,Successful,1554.3600000000001
P003691,O003691,Cash,Successful,1578.9199999999998
P003692,O003692,Cash,Successful,1450.11
P003693,O003693,UPI,Successful,289.89
P003694,O003694,UPI,Successful,739.5999999999999
P003695,O003695,Credit Card,Successful,1478.77
P003696,O003696,UPI,Successful,564.8
P003697,O003697,UPI,Successful,127.69
P003698,O003698,Debit Card,Failed,666.81
P003699,O003699,UPI,Successful,712.3399999999999
P003700,O003700,Debit Card,Successful,188.44
P003701,O003701,UPI,Successful,499.69999999999993
P003702,O003702,Cash,Successful,1402.09
P003703,O003703,Cash,Successful,494.75999999999993
P003704,O003704,Wallet,Successful,974.6000000000001
P003705,O003705,Cash,Successful,1013.1700000000001
P003706,O003706,Debit Card,Successful,1235.02
P003707,O003707,Debit Card,Successful,1195.74
P003708,O003708,Debit Card,Successful,321.44
P003709,O003709,UPI,Successful,297.13
P003710,O003710,Credit Card,Successful,1139.43
