order_id,customer_id,restaurant_id,delivery_partner_id,order_date,order_time,order_amount,discount,delivery_fee,status,estimated_delivery_time,actual_delivery_time
O005314,C04211,R0067,D0044,2025-09-02,14:54:00,1880.97,525.8,49.2,Delivered,37,60
O005315,C01598,R0136,D0048,2025-02-23,20:27:00,1017.4,241.45,25.91,Delivered,23,53
O005316,C03712,R0077,D0266,2025-09-30,18:49:00,925.89,47.29,39.02,Delivered,49,60
O005317,C01122,R0166,D0352,2025-05-11,19:51:00,1175.21,136.66,94.05,Delivered,28,35
O005318,C04289,R0113,D0076,2025-01-09,12:33:00,1868.45,58.46,91.67,Delivered,54,78
O005319,C03452,R0163,D0109,2025-07-31,15:06:00,685.85,123.4,24.49,Delivered,56,60
O005320,C01149,R0034,D0017,2025-05-02,20:00:00,443.56,127.82,22.86,Delivered,29,24
O005321,C01519,R0133,D0349,2025-04-24,22:20:00,1231.43,29.27,71.67,Delivered,58,91
O005322,C00340,R0073,D0130,2025-01-20,12:52:00,1034.18,80.08,38.87,Delivered,20,48
O005323,C00690,R0020,D0291,2025-12-05,17:53:00,217.74,49.34,20.18,Delivered,21,37
O005324,C02429,R0193,D0305,2025-01-21,15:31:00,1091.68,150.1,86.64,Delivered,56,56
O005325,C01180,R0148,D0163,2025-07-27,22:09:00,1168.59,118.83,50.74,Delivered,24,48
O005326,C02588,R0157,D0442,2025-02-02,17:09:00,1418.89,255.91,53.38,Delivered,51,48
O005327,C04309,R0110,D0013,2025-05-13,09:38:00,1991.53,175.64,28.74,Delivered,50,65
O005328,C04326,R0173,D0017,2025-07-10,18:19:00,901.0,88.89,58.02,Delivered,58,79
O005329,C01880,R0095,D0027,2025-01-26,11:17:00,1069.39,258.61,82.1,Delivered,47,70
O005330,C03866,R0015,D0122,2025-12-30,23:40:00,242.5,28.49,43.97,Pending,26,31
O005331,C01724,R0078,D0369,2025-03-30,14:31:00,1680.02,353.09,86.23,Delivered,21,28
O005332,C03694,R0015,D0392,2025-04-02,17:45:00,286.5,12.96,72.02,Delivered,30,62
O005333,C00944,R0072,D0427,2025-02-02,20:03:00,1874.28,224.25,53.21,Delivered,38,52
O005334,C00676,R0008,D0146,2025-08-26,18:09:00,762.15,126.19,60.37,Delivered,46,42
O005335,C03274,R0094,D0065,2025-01-18,14:54:00,741.41,59.45,28.94,Delivered,42,64
O005336,C03932,R0175,D0293,2025-10-01,15:44:00,724.36,91.62,91.51,Delivered,50,62
O005337,C00842,R0080,D0343,2025-10-16,09:59:00,1905.93,434.45,91.51,Delivered,25,50
O005338,C02574,R0073,D0138,2025-01-27,13:54:00,1962.2,95.07,50.6,Cancelled,28,42
O005339,C00884,R0185,D0090,2025-11-01,23:46:00,1949.16,292.81,72.72,Delivered,52,60
O005340,C02212,R0193,D0272,2025-04-18,20:19:00,1439.1,113.02,81.17,Delivered,42,44
O005341,C02876,R0158,D0264,2025-08-14,13:01:00,311.01,38.28,86.06,Delivered,48,68
O005342,C02218,R0037,D0160,2025-11-20,20:21:00,834.09,93.93,77.97,Delivered,59,74
O005343,C03063,R0101,D0112,2025-12-21,21:43:00,649.69,127.73,60.09,Delivered,49,66
O005344,C04360,R0063,D0001,2025-01-19,23:22:00,1445.94,332.78,75.83,Delivered,25,25
O005345,C03302,R0064,D0240,2025-08-11,20:25:00,1036.04,155.32,95.79,Delivered,36,49
O005346,C01148,R0084,D0406,2025-10-08,10:33:00,1271.35,63.54,57.71,Cancelled,21,41
O005347,C00626,R0003,D0446,2025-04-14,17:18:00,116.59,30.38,26.54,Delivered,58,55
O005348,C02473,R0034,D0399,2025-11-28,14:44:00,1587.44,88.68,84.69,Delivered,33,29
O005349,C02605,R0071,D0093,2025-11-28,20:06:00,1908.9,331.26,77.7,Delivered,35,36
O005350,C03291,R0003,D0377,2025-12-28,12:20:00,1371.81,217.01,43.75,Cancelled,56,63
O005351,C03211,R0020,D0294,2025-10-16,09:54:00,1718.68,147.8,67.06,Delivered,43,51
O005352,C04944,R0137,D0476,2025-02-06,17:29:00,1008.68,288.37,25.83,Cancelled,23,27
O005353,C02288,R0073,D0324,2025-12-14,13:36:00,138.4,28.1,58.32,Delivered,48,71
O005354,C02485,R0167,D0060,2025-09-01,12:28:00,1981.89,279.44,51.92,Cancelled,45,67
O005355,C03100,R0037,D0473,2025-02-12,23:18:00,211.78,28.18,40.06,Delivered,38,52
O005356,C00523,R0078,D0027,2025-05-06,12:13:00,466.27,12.93,32.3,Delivered,37,37
O005357,C04436,R0113,D0083,2025-01-09,14:51:00,199.64,46.76,47.5,Delivered,47,62
O005358,C03847,R0067,D0246,2025-01-14,14:47:00,1287.42,32.31,94.89,Cancelled,47,51
O005359,C04362,R0096,D0006,2025-05-11,08:23:00,1208.14,72.75,61.1,Delivered,50,51
O005360,C02941,R0153,D0341,2025-11-21,11:43:00,498.37,24.59,36.09,Delivered,31,28
O005361,C01511,R0064,D0409,2025-07-03,12:24:00,1917.64,39.21,86.83,Delivered,40,46
O005362,C00176,R0005,D0213,2025-10-09,21:43:00,1835.62,456.84,41.55,Delivered,51,64
O005363,C04842,R0163,D0122,2025-02-22,13:59:00,631.64,171.74,84.22,Pending,23,44
O005364,C04739,R0082,D0457,2025-02-10,09:06:00,1351.84,253.68,21.33,Delivered,42,53
O005365,C00645,R0085,D0354,2025-12-04,19:30:00,1724.94,454.22,93.87,Pending,32,46
O005366,C04260,R0085,D0357,2025-12-24,13:03:00,783.62,158.7,62.76,Delivered,36,41
O005367,C04876,R0017,D0256,2025-01-21,11:32:00,581.81,119.56,81.06,Delivered,50,67
O005368,C01193,R0138,D0352,2025-10-22,18:37:00,586.76,156.57,45.14,Delivered,41,62
O005369,C02274,R0067,D0419,2025-07-27,21:09:00,1658.87,45.75,87.68,Delivered,28,61
O005370,C02925,R0131,D0441,2025-05-31,20:15:00,979.83,16.09,75.33,Delivered,25,49
O005371,C00807,R0053,D0274,2025-03-10,09:07:00,1459.14,23.46,23.77,Cancelled,28,51
O005372,C01133,R0183,D0218,2025-11-27,15:25:00,1335.57,167.44,23.25,Delivered,21,52
O005373,C01496,R0068,D0111,2025-11-14,23:19:00,681.83,193.58,48.88,Delivered,27,23
O005374,C01003,R0153,D0124,2025-10-28,13:41:00,495.35,129.28,24.15,Delivered,28,23
O005375,C03575,R0058,D0077,2025-01-27,20:49:00,338.99,79.52,23.46,Delivered,54,67
O005376,C00901,R0171,D0261,2025-04-26,10:49:00,145.38,17.62,50.21,Pending,57,76
O005377,C04417,R0058,D0097,2025-05-22,22:55:00,254.39,62.9,38.47,Delivered,40,39
O005378,C00648,R0118,D0083,2025-02-10,20:17:00,586.87,38.47,48.07,Delivered,57,77
O005379,C02851,R0147,D0011,2025-04-16,22:23:00,1455.84,255.65,52.28,Delivered,31,64
O005380,C04190,R0067,D0498,2025-03-15,08:07:00,394.35,88.25,26.85,Delivered,22,41
O005381,C02002,R0083,D0381,2025-03-01,11:05:00,1094.45,30.35,68.48,Delivered,43,77
O005382,C03629,R0031,D0199,2025-10-25,11:31:00,565.75,148.36,47.83,Delivered,47,76
O005383,C01581,R0118,D0343,2025-05-02,15:01:00,1072.44,234.0,80.86,Delivered,28,29
O005384,C04527,R0195,D0005,2025-07-22,23:17:00,1525.02,243.98,99.3,Delivered,23,19
O005385,C01307,R0008,D0089,2025-01-11,11:50:00,605.36,11.33,50.52,Delivered,46,67
O005386,C01886,R0095,D0196,2025-05-27,13:24:00,761.01,158.56,79.36,Delivered,22,32
O005387,C00438,R0034,D0250,2025-08-04,23:41:00,1473.7,197.73,43.62,Cancelled,30,57
O005388,C03621,R0064,D0231,2025-11-17,21:19:00,1138.04,251.51,84.9,Delivered,28,42
O005389,C00803,R0169,D0476,2025-10-30,12:06:00,279.68,3.05,74.64,Delivered,49,62
O005390,C04243,R0072,D0279,2025-01-14,18:04:00,1540.49,265.62,39.94,Delivered,54,87
O005391,C00437,R0192,D0040,2025-03-08,13:25:00,627.13,84.1,56.85,Delivered,52,80
O005392,C02410,R0155,D0149,2025-06-29,08:25:00,831.61,107.23,84.49,Delivered,34,33
O005393,C03369,R0021,D0154,2025-12-31,23:04:00,565.84,87.86,76.76,Delivered,49,66
O005394,C01783,R0093,D0326,2025-08-30,11:48:00,1132.38,42.01,22.53,Delivered,30,53
O005395,C01982,R0040,D0258,2025-06-09,14:42:00,1444.76,405.45,20.12,Delivered,58,56
O005396,C04198,R0011,D0351,2025-01-10,11:11:00,1626.11,343.78,80.31,Delivered,50,66
O005397,C03204,R0192,D0162,2025-05-04,13:00:00,1852.03,47.14,56.29,Delivered,21,30
O005398,C03523,R0121,D0294,2025-09-30,22:51:00,782.51,18.65,60.92,Delivered,26,50
O005399,C01738,R0076,D0213,2025-08-29,18:07:00,1871.97,118.31,97.17,Delivered,55,77
O005400,C04471,R0052,D0243,2025-05-23,09:08:00,1272.21,91.49,30.58,Delivered,28,46
O005401,C03147,R0165,D0364,2025-12-19,14:41:00,840.23,124.06,22.58,Delivered,45,69
O005402,C02093,R0089,D0482,2025-06-16,13:05:00,1785.86,287.41,35.12,Cancelled,29,36
O005403,C04508,R0109,D0347,2025-02-26,16:54:00,1201.3,52.55,77.0,Delivered,50,57
O005404,C00488,R0083,D0120,2025-05-18,09:05:00,963.14,281.29,34.57,Cancelled,34,40
O005405,C00946,R0049,D0098,2025-11-23,11:32:00,121.85,30.15,62.29,Delivered,36,54
O005406,C00167,R0159,D0014,2025-12-19,17:23:00,1463.26,278.09,88.45,Delivered,46,71
O005407,C02927,R0185,D0244,2025-01-17,13:27:00,246.96,20.59,87.23,Delivered,55,76
O005408,C02585,R0165,D0018,2025-11-28,08:15:00,649.85,177.48,36.82,Cancelled,33,53
O005409,C03921,R0065,D0372,2025-09-30,17:02:00,1927.22,182.26,91.78,Delivered,47,62
O005410,C01534,R0123,D0213,2025-11-30,17:42:00,394.9,37.82,99.51,Cancelled,27,35
O005411,C02647,R0183,D0064,2025-01-03,22:08:00,692.39,73.31,97.92,Delivered,47,79
O005412,C03217,R0160,D0302,2025-08-31,23:44:00,1871.44,26.91,91.3,Delivered,49,79
O005413,C02645,R0082,D0089,2025-04-18,18:33:00,741.6,13.76,25.05,Delivered,48,52
O005414,C04559,R0055,D0137,2025-02-20,19:38:00,724.48,103.41,70.17,Delivered,31,60
O005415,C03187,R0077,D0046,2025-12-16,14:44:00,1331.11,352.11,55.2,Delivered,54,62
O005416,C00761,R0135,D0162,2025-06-23,11:42:00,349.58,98.83,42.34,Delivered,38,49
O005417,C02834,R0038,D0009,2025-04-26,09:15:00,1948.23,453.38,45.24,Delivered,24,20
O005418,C01334,R0143,D0438,2025-07-02,09:12:00,622.54,75.53,95.45,Delivered,31,51
O005419,C03735,R0031,D0341,2025-12-27,12:19:00,1592.81,148.37,96.16,Delivered,25,36
O005420,C03857,R0125,D0427,2025-12-21,14:08:00,646.47,41.83,28.1,Delivered,24,51
O005421,C02125,R0019,D0208,2025-06-03,14:37:00,623.21,100.67,36.29,Delivered,43,38
O005422,C02432,R0174,D0146,2025-09-04,19:17:00,209.27,30.29,93.44,Delivered,37,68
O005423,C00571,R0117,D0197,2025-03-17,12:46:00,326.71,45.76,69.11,Delivered,44,40
O005424,C01039,R0042,D0366,2025-09-01,21:04:00,1091.74,103.57,76.5,Delivered,47,55
O005425,C03883,R0075,D0346,2025-03-22,16:16:00,1196.0,208.8,47.8,Cancelled,43,68
O005426,C00181,R0149,D0159,2025-08-17,20:41:00,1650.1,300.94,39.3,Delivered,42,64
O005427,C04940,R0044,D0235,2025-03-13,13:25:00,214.41,56.3,55.64,Delivered,20,32
O005428,C03737,R0123,D0069,2025-08-06,22:05:00,776.69,177.41,47.26,Delivered,33,43
O005429,C02414,R0137,D0240,2025-08-31,16:43:00,480.3,47.53,95.56,Delivered,38,43
O005430,C03511,R0159,D0001,2025-11-10,21:44:00,779.97,88.81,33.19,Delivered,57,59
O005431,C01719,R0017,D0143,2025-03-19,12:34:00,773.18,55.55,99.34,Delivered,52,81
O005432,C04984,R0135,D0157,2025-06-07,14:04:00,773.13,39.63,92.52,Delivered,56,69
O005433,C02381,R0190,D0025,2025-02-17,16:40:00,688.3,22.49,65.69,Delivered,25,51
O005434,C03761,R0106,D0102,2025-11-08,14:45:00,1551.56,15.88,47.39,Delivered,53,55
O005435,C01134,R0121,D0045,2025-10-25,19:36:00,1410.44,176.73,77.89,Delivered,42,71
O005436,C00354,R0020,D0031,2025-01-24,13:26:00,748.79,215.45,58.45,Cancelled,46,52
O005437,C04404,R0146,D0153,2025-04-20,12:20:00,378.33,61.06,49.99,Delivered,33,45
O005438,C00162,R0152,D0260,2025-02-21,21:24:00,1084.73,241.51,46.6,Delivered,41,67
O005439,C03712,R0104,D0394,2025-10-17,08:38:00,1845.81,220.24,26.41,Delivered,57,77
O005440,C02453,R0081,D0151,2025-09-16,15:04:00,334.76,38.61,54.77,Delivered,33,65
O005441,C02505,R0112,D0315,2025-11-20,16:07:00,1530.76,57.5,39.83,Delivered,41,41
O005442,C00787,R0137,D0103,2025-05-19,11:43:00,1238.82,111.44,21.56,Delivered,28,35
O005443,C01162,R0038,D0038,2025-11-02,21:04:00,1218.32,339.43,38.66,Delivered,30,31
O005444,C01230,R0190,D0385,2025-12-04,18:40:00,1875.85,275.86,38.78,Pending,31,61
O005445,C02612,R0032,D0409,2025-10-02,10:23:00,1916.29,117.47,44.18,Delivered,44,45
O005446,C02030,R0005,D0399,2025-02-13,18:49:00,563.3,112.17,95.63,Delivered,21,27
O005447,C01472,R0008,D0324,2025-09-16,16:09:00,1636.11,199.01,91.97,Delivered,28,57
O005448,C02312,R0191,D0449,2025-04-23,15:17:00,1279.52,317.58,22.56,Delivered,54,50
O005449,C00144,R0110,D0110,2025-08-15,08:06:00,876.81,24.42,39.05,Delivered,51,48
O005450,C01984,R0039,D0462,2025-03-06,20:14:00,1364.68,213.63,55.38,Delivered,33,64
O005451,C03789,R0055,D0208,2025-06-12,20:06:00,1916.34,460.62,42.22,Delivered,48,63
O005452,C02587,R0094,D0203,2025-06-13,11:11:00,1082.06,277.15,51.62,Delivered,38,62
O005453,C02785,R0171,D0070,2025-06-15,17:37:00,1886.15,224.27,86.45,Delivered,55,76
O005454,C03588,R0064,D0213,2025-02-08,23:06:00,1321.49,293.78,65.54,Pending,24,45
O005455,C00587,R0150,D0160,2025-06-02,19:44:00,1017.53,294.79,53.54,Delivered,36,41
O005456,C04502,R0028,D0110,2025-11-16,17:35:00,1323.92,247.01,58.87,Delivered,53,65
O005457,C00590,R0195,D0039,2025-12-26,16:38:00,1244.83,303.09,41.98,Delivered,41,42
O005458,C02434,R0175,D0174,2025-09-26,11:57:00,901.22,155.12,36.8,Delivered,30,26
O005459,C02059,R0187,D0348,2025-11-20,09:10:00,1168.67,277.05,36.99,Delivered,49,69
O005460,C02872,R0147,D0221,2025-11-22,18:48:00,1436.17,405.3,83.89,Delivered,48,50
O005461,C00237,R0140,D0050,2025-03-16,20:11:00,1693.85,361.53,35.48,Delivered,34,52
O005462,C03525,R0164,D0150,2025-09-14,19:51:00,678.23,31.42,92.89,Delivered,55,50
O005463,C03379,R0072,D0228,2025-07-19,20:30:00,127.83,3.14,55.95,Delivered,58,84
O005464,C00992,R0131,D0289,2025-04-08,12:16:00,1147.31,279.51,62.68,Delivered,36,65
O005465,C00952,R0197,D0207,2025-04-14,08:43:00,1029.64,79.81,68.88,Cancelled,46,58
O005466,C02944,R0086,D0453,2025-06-13,12:42:00,202.98,53.3,44.5,Delivered,21,49
O005467,C03655,R0189,D0333,2025-04-23,12:09:00,1301.76,,91.64,Delivered,25,56
O005468,C03750,R0112,D0386,2025-04-13,20:36:00,1888.66,516.2,68.67,Delivered,23,24
O005469,C01048,R0181,D0299,2025-02-06,16:03:00,864.24,208.77,91.96,Delivered,42,59
O005470,C02808,R0188,D0070,2025-04-16,19:45:00,1799.28,475.69,60.6,Cancelled,50,61
O005471,C01240,R0061,D0304,2025-07-06,15:43:00,1644.89,114.83,23.12,Delivered,20,20
O005472,C04056,R0011,D0023,2025-12-30,21:45:00,407.26,107.34,22.49,Delivered,32,36
O005473,C03677,R0014,D0207,2025-01-21,22:11:00,1595.83,281.29,44.62,Delivered,25,43
O005474,C00920,R0170,D0134,2025-05-28,22:22:00,1081.74,27.26,87.79,Delivered,53,75
O005475,C02599,R0054,D0022,2025-05-09,22:32:00,1845.39,515.44,41.32,Delivered,56,81
O005476,C03940,R0143,D0141,2025-07-06,17:17:00,459.91,26.86,58.75,Delivered,35,65
O005477,C00102,R0188,D0499,2025-10-11,21:33:00,337.59,21.62,36.12,Delivered,51,76
O005478,C02287,R0100,D0141,2025-07-18,15:19:00,558.43,117.95,80.0,Cancelled,34,61
O005479,C03866,R0127,D0178,2025-08-23,10:19:00,213.29,37.31,73.58,Delivered,23,49
O005480,C03983,R0001,D0037,2025-04-18,21:49:00,708.15,191.84,92.2,Delivered,31,36
O005481,C03524,R0026,D0307,2025-01-09,18:54:00,637.72,58.73,48.41,Delivered,29,34
O005482,C03141,R0116,D0164,2025-08-14,10:40:00,890.81,11.15,98.79,Pending,21,19
O005483,C00249,R0090,D0329,2025-07-28,10:04:00,979.66,292.43,90.21,Delivered,43,43
O005484,C03908,R0067,D0325,2025-09-02,15:05:00,374.97,35.18,55.88,Cancelled,35,61
O005485,C03715,R0177,D0068,2025-10-15,13:36:00,1276.81,62.02,88.82,Delivered,54,74
O005486,C03583,R0180,D0446,2025-03-07,09:05:00,524.78,154.98,53.99,Delivered,59,85
O005487,C00913,R0055,D0266,2025-12-22,17:35:00,331.66,56.01,83.0,Delivered,36,69
O005488,C03031,R0093,D0159,2025-06-02,23:51:00,1446.74,64.61,48.81,Delivered,27,50
O005489,C04681,R0140,D0008,2025-07-10,08:27:00,143.2,35.91,40.43,Delivered,48,47
O005490,C01641,R0191,D0472,2025-08-06,12:30:00,799.9,226.87,79.01,Delivered,53,50
O005491,C01206,R0023,D0474,2025-06-03,23:32:00,374.37,98.98,97.17,Delivered,50,76
O005492,C03972,R0016,D0395,2025-10-04,11:25:00,1777.31,105.9,78.12,Delivered,36,44
O005493,C00541,R0147,D0198,2025-03-23,08:39:00,1666.47,26.34,98.11,Delivered,23,41
O005494,C04018,R0013,D0493,2025-08-09,14:58:00,215.0,23.95,93.64,Cancelled,42,69
O005495,C01917,R0077,D0161,2025-10-07,08:45:00,1145.86,121.98,54.1,Delivered,30,58
O005496,C03647,R0177,D0347,2025-04-21,21:44:00,661.18,80.52,60.4,Delivered,42,67
O005497,C01676,R0139,D0045,2025-04-02,19:15:00,465.84,111.66,35.23,Cancelled,24,43
O005498,C03806,R0003,D0142,2025-01-12,09:38:00,691.92,2.0,55.13,Delivered,58,61
O005499,C03282,R0170,D0088,2025-05-19,22:10:00,1650.19,334.07,81.38,Delivered,51,69
O005500,C02535,R0144,D0290,2025-06-04,15:11:00,209.93,62.04,61.8,Delivered,24,56
O005501,C03358,R0160,D0471,2025-01-23,10:23:00,1331.64,159.46,97.88,Delivered,58,58
O005502,C04011,R0192,D0155,2025-08-08,12:32:00,1835.4,267.08,29.19,Delivered,36,67
O005503,C02965,R0159,D0456,2025-12-14,19:03:00,951.31,179.22,60.62,Cancelled,42,76
O005504,C01136,R0120,D0398,2025-08-25,21:31:00,1812.88,155.32,62.57,Delivered,53,61
O005505,C03526,R0157,D0328,2025-09-10,20:10:00,1822.92,392.94,31.91,Delivered,49,82
O005506,C04473,R0158,D0292,2025-07-02,19:07:00,1258.23,76.63,83.77,Delivered,46,60
O005507,C01325,R0100,D0424,2025-07-17,18:58:00,966.1,18.78,85.45,Delivered,52,76
O005508,C04381,R0023,D0085,2025-06-19,15:53:00,1501.56,360.97,91.79,Delivered,35,36
O005509,C02183,R0020,D0157,2025-05-03,11:18:00,1840.82,97.48,94.96,Delivered,50,67
O005510,C00285,R0020,D0342,2025-02-03,17:30:00,1392.07,305.49,79.79,Delivered,23,38
O005511,C04975,R0193,D0104,2025-11-09,17:16:00,498.25,130.24,87.34,Pending,39,35
O005512,C01339,R0016,D0077,2025-01-03,14:00:00,1658.11,22.77,25.84,Cancelled,51,72
O005513,C02825,R0025,D0315,2025-01-06,20:13:00,1907.91,404.49,50.71,Delivered,53,77
O005514,C01842,R0096,D0024,2025-10-31,17:59:00,879.52,170.51,42.8,Delivered,35,50
O005515,C02069,R0037,D0341,2025-04-12,09:59:00,1425.42,266.79,83.51,Delivered,48,80
O005516,C00789,R0181,D0126,2025-07-11,22:57:00,1084.52,96.1,44.68,Delivered,59,76
O005517,C04475,R0034,D0365,2025-01-13,23:03:00,312.82,4.28,60.08,Delivered,48,77
O005518,C04241,R0073,D0266,2025-02-05,19:00:00,764.7,22.59,53.9,Delivered,22,37
O005519,C04441,R0160,D0009,2025-03-11,22:21:00,411.28,33.67,80.68,Delivered,26,58
O005520,C02038,R0142,D0038,2025-10-16,17:22:00,1379.79,168.14,66.14,Delivered,59,84
O005521,C02521,R0106,D0162,2025-04-15,11:00:00,1205.98,332.16,51.57,Cancelled,40,43
O005522,C00693,R0116,D0321,2025-07-23,19:56:00,163.72,33.6,30.48,Cancelled,54,68
O005523,C00944,R0132,D0326,2025-11-09,13:25:00,217.05,1.7,33.06,Delivered,56,83
O005524,C00862,R0062,D0434,2025-02-24,19:00:00,595.51,164.31,77.72,Delivered,48,58
O005525,C03079,R0020,D0123,2025-04-17,11:27:00,1515.23,327.45,22.68,Delivered,50,76
O005526,C00766,R0146,D0353,2025-05-21,23:12:00,340.99,50.39,55.08,Delivered,36,49
O005527,C03241,R0099,D0234,2025-08-13,10:33:00,489.07,67.93,78.39,Delivered,40,52
O005528,C00249,R0021,D0329,2025-11-03,12:26:00,1824.49,510.78,49.19,Cancelled,47,69
O005529,C02185,R0046,D0246,2025-12-14,11:58:00,1137.66,187.72,72.05,Delivered,42,59
O005530,C00561,R0114,D0137,2025-11-05,23:00:00,1279.61,193.01,81.52,Delivered,50,77
O005531,C00097,R0122,D0077,2025-02-05,12:49:00,965.96,224.48,90.4,Delivered,47,50
O005532,C00229,R0099,D0394,2025-05-13,16:14:00,669.56,119.14,37.95,Delivered,30,44
O005533,C04613,R0050,D0039,2025-01-25,23:25:00,573.35,42.81,76.34,Cancelled,20,34
O005534,C00165,R0032,D0085,2025-12-03,19:19:00,1219.52,365.45,64.7,Delivered,43,53
O005535,C02782,R0132,D0123,2025-02-06,19:27:00,994.85,83.8,56.72,Delivered,32,63
O005536,C00335,R0165,D0350,2025-01-19,13:34:00,865.76,177.43,53.48,Pending,58,68
O005537,C03680,R0154,D0151,2025-02-04,16:06:00,1419.33,208.53,89.83,Delivered,46,51
O005538,C03745,R0035,D0378,2025-12-29,22:42:00,867.89,31.72,34.34,Pending,20,48
O005539,C00271,R0144,D0461,2025-11-06,22:10:00,169.79,48.85,82.27,Cancelled,28,36
O005540,C04404,R0106,D0448,2025-01-06,12:22:00,1695.37,170.76,26.12,Delivered,59,75
O005541,C00034,R0145,D0410,2025-07-18,21:00:00,704.97,138.95,63.83,Delivered,40,54
O005542,C02756,R0104,D0449,2025-02-03,19:56:00,1898.16,420.09,32.8,Delivered,29,62
O005543,C02833,R0137,D0038,2025-02-25,14:07:00,1771.16,209.73,56.76,Delivered,28,35
O005544,C02100,R0181,D0492,2025-09-13,14:18:00,544.44,42.59,58.59,Delivered,22,21
O005545,C02544,R0192,D0271,2025-07-30,09:08:00,1934.39,34.18,78.56,Delivered,48,71
O005546,C04731,R0156,D0409,2025-04-07,20:26:00,1721.77,491.51,36.72,Delivered,41,57
O005547,C04716,R0158,D0425,2025-10-09,18:57:00,1971.53,344.28,43.6,Delivered,57,57
O005548,C02876,R0108,D0383,2025-08-29,09:10:00,1388.1,298.34,60.08,Cancelled,49,70
O005549,C04665,R0122,D0459,2025-06-19,14:30:00,1868.38,262.8,80.52,Delivered,43,53
O005550,C04993,R0127,D0067,2025-12-13,16:07:00,1411.18,98.73,63.56,Delivered,22,31
O005551,C02260,R0124,D0427,2025-10-21,21:31:00,1724.68,515.03,83.52,Delivered,27,44
O005552,C00565,R0186,D0389,2025-08-15,23:51:00,1259.82,365.62,72.37,Delivered,45,60
O005553,C03067,R0148,D0216,2025-11-11,12:20:00,1865.43,481.28,93.53,Delivered,54,84
O005554,C04406,R0194,D0273,2025-05-07,20:32:00,1084.37,298.03,73.5,Delivered,58,61
O005555,C00792,R0134,D0212,2025-10-07,20:08:00,1499.48,258.68,47.71,Delivered,50,56
O005556,C00330,R0184,D0213,2025-01-21,11:06:00,1842.22,203.26,28.06,Delivered,52,68
O005557,C03963,R0055,D0098,2025-11-12,08:08:00,902.54,92.91,76.35,Delivered,54,71
O005558,C00379,R0169,D0458,2025-09-03,12:22:00,150.16,42.06,98.6,Delivered,35,69
O005559,C03790,R0131,D0492,2025-03-31,08:49:00,314.79,90.55,59.01,Cancelled,30,56
O005560,C02291,R0103,D0211,2025-01-06,15:03:00,1946.63,257.24,30.81,Delivered,34,63
O005561,C00521,R0094,D0500,2025-09-23,18:27:00,1759.08,320.38,45.63,Delivered,44,78
O005562,C02271,R0093,D0327,2025-04-07,08:27:00,1018.49,246.05,52.82,Delivered,33,39
O005563,C02904,R0060,D0016,2025-05-30,23:18:00,1925.71,405.85,30.99,Delivered,28,33
O005564,C01125,R0043,D0014,2025-03-21,17:31:00,452.65,118.1,46.57,Cancelled,29,47
O005565,C01034,R0035,D0072,2025-01-17,10:48:00,310.84,56.76,83.91,Delivered,42,62
O005566,C04631,R0063,D0068,2025-05-18,21:15:00,1242.74,217.16,45.37,Delivered,25,43
O005567,C03390,R0072,D0487,2025-05-20,12:46:00,826.03,93.12,99.89,Delivered,47,53
O005568,C02586,R0034,D0365,2025-12-05,13:15:00,745.56,16.39,43.27,Delivered,32,37
O005569,C02162,R0197,D0304,2025-02-09,16:49:00,1494.89,24.91,27.93,Delivered,32,65
O005570,C04327,R0162,D0251,2025-06-17,11:55:00,385.02,17.53,83.06,Delivered,49,74
O005571,C04917,R0182,D0282,2025-03-15,16:44:00,1579.05,27.37,29.68,Pending,24,24
O005572,C03525,R0065,D0010,2025-03-15,15:42:00,782.95,125.7,23.81,Delivered,26,58
O005573,C03255,R0037,D0063,2025-02-19,21:12:00,1974.8,239.1,51.69,Delivered,45,53
O005574,C01320,R0061,D0203,2025-01-10,23:45:00,1636.62,12.9,92.13,Cancelled,42,51
O005575,C03766,R0092,D0491,2025-04-13,11:44:00,1327.82,8.72,65.64,Delivered,47,59
O005576,C01639,R0155,D0450,2025-12-16,13:12:00,535.95,84.09,93.42,Delivered,43,71
O005577,C04652,R0089,D0372,2025-10-26,12:14:00,1917.21,315.83,89.87,Delivered,52,53
O005578,C01607,R0087,D0146,2025-12-05,11:08:00,162.53,1.82,26.08,Delivered,32,29
O005579,C00655,R0198,D0408,2025-04-14,20:02:00,524.36,105.39,24.46,Delivered,53,50
O005580,C03404,R0088,D0092,2025-10-17,16:12:00,169.87,6.41,43.83,Delivered,32,37
O005581,C04803,R0139,D0295,2025-10-07,12:27:00,1936.38,287.27,90.65,Pending,50,66
O005582,C00530,R0059,D0457,2025-05-22,08:39:00,1755.75,83.65,60.4,Delivered,48,53
O005583,C03357,R0035,D0491,2025-10-24,14:05:00,1909.0,22.37,96.63,Cancelled,50,57
O005584,C01786,R0017,D0390,2025-06-19,09:24:00,1458.57,92.92,43.89,Delivered,50,58
O005585,C01078,R0122,D0073,2025-01-13,21:33:00,152.11,21.18,55.71,Delivered,43,43
O005586,C00205,R0014,D0166,2025-06-06,17:44:00,1869.85,417.3,22.07,Pending,49,57
O005587,C03315,R0150,D0079,2025-06-23,15:14:00,899.81,71.69,89.9,Pending,26,37
O005588,C04742,R0154,D0389,2025-06-11,18:27:00,799.58,164.33,32.8,Delivered,39,47
